Year,state,Totals,Population,Totals per 1000,Pres Election,Sitting President,Mass Shooting,MSpM,Real GDP,GDP per capita,Urban
2015,Maine,94744,1328262,71.33,1,1,1,0.752863516,54425.8,40975,38.7
2015,Maryland,125694,5985562,21,1,1,0,0,348151.8,58165,87.2
2015,Massachusetts,167285,6794228,24.62,1,1,0,0,468060.9,68891,92
2015,Michigan,500921,9931715,50.44,1,1,0,0,443831.2,44688,74.6
2015,Minnesota,519244,5482032,94.72,1,1,2,0.364828224,318913.2,58174,73.3
2015,Mississippi,252372,2988471,84.45,0,1,1,0.334619275,100482.4,33623,49.4
2015,Missouri,584875,6071732,96.33,0,1,1,0.164697651,279020.8,45954,70.4
2015,Montana,127705,1030475,123.93,0,1,1,0.97042626,45395.7,44053,55.9
2015,Nebraska,79340,1891277,41.95,0,1,2,1.057486555,111401.5,58903,73.1
2015,Nevada,127480,2866939,44.47,1,1,0,0,136347.4,47559,94.2
2015,New Hampshire,136816,1336350,102.38,1,1,0,0,72042.4,53910,60.3
2015,New Jersey,90034,8867949,10.15,1,1,1,0.112765646,529953.7,59761,94.7
2015,New Mexico,147912,2089291,70.8,1,1,1,0.478631268,89701.3,42934,77.4
2015,New York,346048,19654666,17.61,1,1,4,0.203514015,1373643,69889,87.9
2015,North Carolina,531876,10031646,53.02,0,1,5,0.498422692,475096.6,47360,66.1
2015,North Dakota,69429,754066,92.07,0,1,0,0,56542.4,74983,59.9
2015,Ohio,748502,11617527,64.43,1,1,3,0.258230517,578852.4,49826,77.9
2015,Oklahoma,359276,3909500,91.9,0,1,1,0.255787185,197071.9,50408,66.2
2015,Oregon,276126,4015792,68.76,1,1,1,0.249016881,189946.5,47300,81
2015,Pennsylvania,993429,12784826,77.7,1,1,1,0.078217725,682466.1,53381,78.7
2015,Rhode Island,22129,1056065,20.95,1,1,0,0,52819.1,50015,90.7
2015,South Carolina,326997,4891938,66.84,0,1,1,0.204417963,192019.9,39252,66.3
2015,South Dakota,100268,853988,117.41,0,1,1,1.170976641,45664.5,53472,56.7
2015,Tennessee,654192,6591170,99.25,0,1,3,0.455154396,304484.2,46196,66.4
2015,Texas,1574266,27470056,57.31,0,1,4,0.1456131,1605901.7,58460,84.7
2015,Utah,254814,2981835,85.46,0,1,0,0,141720.5,47528,90.6
2015,Vermont,34588,625216,55.32,1,1,0,0,29119,46574,38.9
2015,Virginia,462997,8361808,55.37,1,1,1,0.119591361,455162.4,54433,75.5
2015,Washington,502280,7163657,70.12,1,1,0,0,441952.1,61694,84.1
2015,West Virginia,249014,1842050,135.18,0,1,0,0,70663,38361,48.7
2015,Wisconsin,383280,5760940,66.53,1,1,2,0.347165567,289077,50179,70.2
2015,Wyoming,62339,585613,106.45,0,1,0,0,40418.2,69019,64.8
2014,Alabama,621305,4841799,128.32,0,1,0,0,189886.3,39218,59
2014,Alaska,87623,736283,119.01,0,1,0,0,54188.2,73597,66
2014,Arizona,310672,6730413,46.16,0,1,0,0,276948.9,41149,89.8
2014,Arkansas,234282,2967392,78.95,0,1,0,0,111734.5,37654,56.2
2014,California,1474616,38596972,38.21,1,1,3,0.077726305,2256054.7,58452,95
2014,Colorado,413284,5350101,77.25,1,1,0,0,298655.3,55822,86.2
2014,Connecticut,270297,3594524,75.2,1,1,0,0,235780.9,65594,88
2014,Delaware,42950,932487,46.06,1,1,0,0,64940.1,69642,83.3
2014,District of Columbia,512,662328,0.77,1,1,0,0,114553.6,172956,100
2014,Florida,1034546,19845911,52.13,1,1,1,0.050388213,817233.5,41179,91.2
2014,Georgia,484580,10067278,48.13,0,1,1,0.099331716,470009.7,46687,75.1
2014,Hawaii,15225,1414538,10.76,1,1,0,0,73512.4,51969,91.9
2014,Idaho,131742,1631112,80.77,0,1,0,0,62454,38289,70.6
2014,Illinois,1344096,12884493,104.32,1,1,0,0,741194,57526,88.5
2014,Indiana,647550,6593644,98.21,0,1,0,0,316783.1,48044,72.4
2014,Iowa,127022,3109350,40.85,1,1,0,0,166619.2,53587,64
2014,Kansas,172167,2900475,59.36,0,1,0,0,145344.1,50110,74.2
2014,Kentucky,2492184,4414349,564.56,0,1,0,0,181471.8,41110,58.4
2014,Louisiana,315357,4644013,67.91,0,1,1,0.215331008,235355.1,50679,73.2
2014,Maine,83085,1330513,62.45,1,1,0,0,54037.9,40614,38.7
2014,Maryland,142207,5957283,23.87,1,1,0,0,339604.6,57007,87.2
2014,Massachusetts,179344,6762596,26.52,1,1,0,0,451568.9,66774,92
2014,Michigan,424091,9929848,42.71,1,1,0,0,434313.2,43738,74.6
2014,Minnesota,481122,5451079,88.26,1,1,0,0,314091.3,57620,73.3
2014,Mississippi,214829,2990468,71.84,0,1,0,0,100283.6,33534,49.4
2014,Missouri,517063,6056202,85.38,0,1,0,0,276080.7,45586,70.4
2014,Montana,121836,1021869,119.23,0,1,0,0,43829.1,42891,55.9
2014,Nebraska,68568,1879321,36.49,0,1,0,0,107936.8,57434,73.1
2014,Nevada,116735,2817628,41.43,1,1,1,0.354908455,130897.4,46457,94.2
2014,New Hampshire,124677,1333341,93.51,1,1,0,0,70213.7,52660,60.3
2014,New Jersey,92320,8864525,10.41,1,1,0,0,522166.4,58905,94.7
2014,New Mexico,139780,2089568,66.89,1,1,1,0.478567819,88991.2,42588,77.4
2014,New York,365427,19651049,18.6,1,1,0,0,1353410.4,68872,87.9
2014,North Carolina,1182349,9932887,119.03,0,1,0,0,462253.1,46538,66.1
2014,North Dakota,70548,737401,95.67,0,1,0,0,57790,78370,59.9
2014,Ohio,596389,11602700,51.4,1,1,0,0,574177.9,49487,77.9
2014,Oklahoma,348495,3878187,89.86,0,1,0,0,189360,48827,66.2
2014,Oregon,243044,3963244,61.32,1,1,0,0,181220.6,45725,81
2014,Pennsylvania,899241,12788313,70.32,1,1,1,0.078196397,669643.1,52364,78.7
2014,Rhode Island,20400,1055936,19.32,1,1,0,0,52293.4,49523,90.7
2014,South Carolina,289764,4823617,60.07,0,1,0,0,185986.9,38558,66.3
2014,South Dakota,83659,849129,98.52,0,1,0,0,44846.5,52815,56.7
2014,Tennessee,533394,6541223,81.54,0,1,0,0,294130.1,44966,66.4
2014,Texas,1465992,26964333,54.37,0,1,1,0.037086028,1529617.1,56727,84.7
2014,Utah,263812,2936879,89.83,0,1,0,0,136993.7,46646,90.6
2014,Vermont,31502,625214,50.39,1,1,0,0,28912.2,46244,38.9
2014,Virginia,419764,8310993,50.51,1,1,0,0,447678.1,53866,75.5
2014,Washington,482115,7054655,68.34,1,1,2,0.283500752,424467.6,60168,84.1
2014,West Virginia,221847,1849489,119.95,0,1,1,0.540689888,70532.5,38136,48.7
2014,Wisconsin,334308,5751525,58.13,1,1,0,0,283981.1,49375,70.2
2014,Wyoming,63063,582531,108.26,0,1,0,0,39559.4,67910,64.8
2013,Alabama,563880,4830081,116.74,0,1,1,0.207035865,191369.8,39620,59
2013,Alaska,93405,737068,126.73,0,1,0,0,55354.3,75101,66
2013,Arizona,363036,6632764,54.73,0,1,1,0.150766709,273481.9,41232,89.8
2013,Arkansas,279736,2959400,94.52,0,1,0,0,110752.4,37424,56.2
2013,California,1368295,38260787,35.76,1,1,4,0.10454568,2179229,56957,95
2013,Colorado,514658,5269035,97.68,1,1,0,0,286259.1,54329,86.2
2013,Connecticut,294338,3594841,81.88,1,1,0,0,236050.6,65664,88
2013,Delaware,40062,923576,43.38,1,1,0,0,60235.8,65220,83.3
2013,District of Columbia,497,650581,0.76,1,1,1,1.537087619,112332.4,172665,100
2013,Florida,1073859,19545621,54.94,1,1,1,0.051162355,794842.1,40666,91.2
2013,Georgia,527885,9972479,52.93,0,1,0,0,454908.9,45616,75.1
2013,Hawaii,17416,1408243,12.37,1,1,0,0,73063.2,51883,91.9
2013,Idaho,147494,1611206,91.54,0,1,0,0,60631.2,37631,70.6
2013,Illinois,1280613,12895129,99.31,1,1,1,0.077548662,726125,56310,88.5
2013,Indiana,597124,6568713,90.9,0,1,0,0,307279.1,46779,72.4
2013,Iowa,160062,3092997,51.75,1,1,0,0,158480.8,51239,64
2013,Kansas,228105,2893212,78.84,0,1,0,0,141723.4,48985,74.2
2013,Kentucky,1578331,4404659,358.33,0,1,0,0,181505.9,41208,58.4
2013,Louisiana,353025,4624527,76.34,0,1,0,0,228452.8,49400,73.2
2013,Maine,96760,1328009,72.86,1,1,0,0,53239.1,40089,38.7
2013,Maryland,231182,5923188,39.03,1,1,0,0,334268.9,56434,87.2
2013,Massachusetts,251361,6713315,37.44,1,1,0,0,444874,66267,92
2013,Michigan,503979,9913065,50.84,1,1,0,0,428737.6,43250,74.6
2013,Minnesota,525774,5413479,97.12,1,1,0,0,305486.4,56431,73.3
2013,Mississippi,231711,2988711,77.53,0,1,0,0,100331.2,33570,49.4
2013,Missouri,567009,6040715,93.86,0,1,0,0,274599.3,45458,70.4
2013,Montana,137830,1013569,135.98,0,1,0,0,42968.2,42393,55.9
2013,Nebraska,91553,1865279,49.08,0,1,0,0,104680,56120,73.1
2013,Nevada,146892,2775970,52.92,1,1,1,0.360234441,129720.9,46730,94.2
2013,New Hampshire,147726,1326622,111.36,1,1,0,0,69080.3,52072,60.3
2013,New Jersey,120071,8856972,13.56,1,1,0,0,523725.8,59131,94.7
2013,New Mexico,156333,2092273,74.72,1,1,1,0.477949101,86856.6,41513,77.4
2013,New York,353064,19624447,17.99,1,1,1,0.05095685,1329376.3,67741,87.9
2013,North Carolina,574622,9843336,58.38,0,1,0,0,452056.2,45925,66.1
2013,North Dakota,85812,722036,118.85,0,1,0,0,52892.4,73255,59.9
2013,Ohio,680930,11576684,58.82,1,1,0,0,556210.5,48046,77.9
2013,Oklahoma,380634,3853214,98.78,0,1,1,0.259523608,177698.9,46117,66.2
2013,Oregon,274302,3922468,69.93,1,1,0,0,175933.8,44853,81
2013,Pennsylvania,1044731,12776309,81.77,1,1,1,0.078269867,655929.2,51339,78.7
2013,Rhode Island,26666,1055081,25.27,1,1,0,0,51910.8,49201,90.7
2013,South Carolina,335695,4764080,70.46,0,1,0,0,180881.6,37968,66.3
2013,South Dakota,92055,842316,109.29,0,1,0,0,44147.4,52412,56.7
2013,Tennessee,600869,6494340,92.52,0,1,0,0,289794.6,44623,66.4
2013,Texas,1633278,26480266,61.68,0,1,1,0.037763971,1484700.1,56068,84.7
2013,Utah,324604,2897640,112.02,0,1,0,0,133112.9,45938,90.6
2013,Vermont,36135,626210,57.7,1,1,0,0,28681.5,45802,38.9
2013,Virginia,498426,8252427,60.4,1,1,0,0,449063.8,54416,75.5
2013,Washington,561122,6963985,80.57,1,1,1,0.143595944,410873.9,59000,84.1
2013,West Virginia,248952,1853914,134.28,0,1,0,0,70550.1,38055,48.7
2013,Wisconsin,434688,5736754,75.77,1,1,0,0,278015,48462,70.2
2013,Wyoming,70671,582122,121.4,0,1,0,0,38849.6,66738,64.8
2012,Alabama,431356,4815588,89.57,0,1,2,0.415317922,189245.5,39299,59
2012,Alaska,85342,730443,116.84,0,1,0,0,58283.6,79792,66
2012,Arizona,339663,6554978,51.82,0,1,0,0,271440,41410,89.8
2012,Arkansas,246193,2952164,83.39,0,1,0,0,108492.1,36750,56.2
2012,California,1132603,37948800,29.85,1,1,1,0.026351294,2113096.4,55683,95
2012,Colorado,414838,5192647,79.89,1,1,1,0.192580008,276823.1,53311,86.2
2012,Connecticut,237496,3594547,66.07,1,1,1,0.278199172,240911.9,67021,88
2012,Delaware,30724,915179,33.57,1,1,0,0,62354.6,68134,83.3
2012,District of Columbia,449,634924,0.71,1,1,0,0,112157,176646,100
2012,Florida,834319,19297822,43.23,1,1,1,0.051819319,778545,40344,91.2
2012,Georgia,465560,9901430,47.02,0,1,1,0.100995513,447764.7,45222,75.1
2012,Hawaii,17428,1394804,12.49,1,1,0,0,71905.3,51552,91.9
2012,Idaho,136482,1595324,85.55,0,1,0,0,58323.9,36559,70.6
2012,Illinois,1036061,12882510,80.42,1,1,0,0,726399.1,56386,88.5
2012,Indiana,475607,6537703,72.75,0,1,0,0,300513.9,45966,72.4
2012,Iowa,147700,3076190,48.01,1,1,0,0,158538.4,51537,64
2012,Kansas,210972,2885257,73.12,0,1,0,0,141818.2,49153,74.2
2012,Kentucky,2589358,4386346,590.32,0,1,0,0,178143.7,40613,58.4
2012,Louisiana,326290,4600972,70.92,0,1,0,0,235384.7,51160,73.2
2012,Maine,91834,1327729,69.17,1,1,0,0,53679.7,40430,38.7
2012,Maryland,136604,5886992,23.2,1,1,0,0,332523.5,56484,87.2
2012,Massachusetts,210453,6663005,31.59,1,1,0,0,442916.9,66474,92
2012,Michigan,430405,9897145,43.49,1,1,0,0,422691.2,42708,74.6
2012,Minnesota,440992,5376643,82.02,1,1,1,0.185989659,298328.3,55486,73.3
2012,Mississippi,222297,2983816,74.5,0,1,0,0,100448.4,33664,49.4
2012,Missouri,513303,6024367,85.2,0,1,0,0,271535.1,45073,70.4
2012,Montana,134455,1003783,133.95,0,1,0,0,42340.9,42181,55.9
2012,Nebraska,85860,1853303,46.33,0,1,0,0,102725.9,55429,73.1
2012,Nevada,146363,2743996,53.34,1,1,0,0,129312.9,47126,94.2
2012,New Hampshire,128178,1324232,96.79,1,1,0,0,68498.1,51727,60.3
2012,New Jersey,85851,8844942,9.71,1,1,0,0,517195.9,58474,94.7
2012,New Mexico,143419,2087309,68.71,1,1,0,0,87925.2,42124,77.4
2012,New York,338619,19572932,17.3,1,1,0,0,1328233.5,67861,87.9
2012,North Carolina,489307,9749476,50.19,0,1,0,0,445095.3,45653,66.1
2012,North Dakota,84867,701176,121.04,0,1,0,0,51832.6,73922,59.9
2012,Ohio,629215,11548923,54.48,1,1,1,0.086588161,545740.1,47255,77.9
2012,Oklahoma,367976,3818814,96.36,0,1,1,0.261861405,174874.4,45793,66.2
2012,Oregon,267041,3899001,68.49,1,1,1,0.256475954,174611,44784,81
2012,Pennsylvania,968534,12767118,75.86,1,1,0,0,647925.9,50750,78.7
2012,Rhode Island,24050,1054621,22.8,1,1,0,0,51583,48911,90.7
2012,South Carolina,308408,4717354,65.38,0,1,0,0,177618.1,37652,66.3
2012,South Dakota,88447,833566,106.11,0,1,0,0,43901.5,52667,56.7
2012,Tennessee,524122,6453898,81.21,0,1,0,0,286341.5,44367,66.4
2012,Texas,1436132,26084481,55.06,0,1,0,0,1421180.1,54484,84.7
2012,Utah,230999,2853375,80.96,0,1,0,0,129512.5,45389,90.6
2012,Vermont,34507,626090,55.12,1,1,0,0,29241.3,46705,38.9
2012,Virginia,448754,8185080,54.83,1,1,0,0,445973.6,54486,75.5
2012,Washington,519209,6897058,75.28,1,1,1,0.144989356,400530.6,58073,84.1
2012,West Virginia,225580,1856872,121.48,0,1,0,0,70322.2,37871,48.7
2012,Wisconsin,469375,5719960,82.06,1,1,2,0.349652795,277107.1,48446,70.2
2012,Wyoming,63356,576305,109.93,0,1,0,0,38855.4,67422,64.8
2011,Alabama,336102,4799069,70.03,0,1,1,0.208373749,187605.8,39092,59
2011,Alaska,70198,722128,97.21,0,1,0,0,55280.3,76552,66
2011,Arizona,251477,6472643,38.85,0,1,1,0.154496394,266101.5,41112,89.8
2011,Arkansas,206228,2940667,70.13,0,1,0,0,107932.5,36703,56.2
2011,California,905701,37638369,24.06,1,1,1,0.026568633,2063827.5,54833,95
2011,Colorado,336296,5121108,65.67,1,1,0,0,271700.6,53055,86.2
2011,Connecticut,186068,3588283,51.85,1,1,0,0,238542.4,66478,88
2011,Delaware,22490,907381,24.79,1,1,0,0,62919.3,69342,83.3
2011,District of Columbia,300,619800,0.48,1,1,0,0,111646.5,180133,100
2011,Florida,643229,19053237,33.76,1,1,0,0,772021.3,40519,91.2
2011,Georgia,367894,9802431,37.53,0,1,0,0,441626.7,45053,75.1
2011,Hawaii,12635,1379329,9.16,1,1,0,0,70646.6,51218,91.9
2011,Idaho,106616,1583910,67.31,0,1,0,0,58226.2,36761,70.6
2011,Illinois,828962,12867454,64.42,1,1,0,0,711283.4,55278,88.5
2011,Indiana,359840,6516528,55.22,1,1,0,0,299064.5,45893,72.4
2011,Iowa,179944,3066336,58.68,1,1,0,0,152435.2,49712,64
2011,Kansas,164898,2869225,57.47,0,1,0,0,139579.4,48647,74.2
2011,Kentucky,2280832,4369821,521.95,0,1,0,0,175745.3,40218,58.4
2011,Louisiana,264552,4575625,57.82,0,1,0,0,234975.7,51354,73.2
2011,Maine,73127,1328284,55.05,1,1,0,0,53789,40495,38.7
2011,Maryland,103020,5839419,17.64,1,1,0,0,332437.2,56930,87.2
2011,Massachusetts,153487,6613583,23.21,1,1,0,0,434494.5,65697,92
2011,Michigan,356635,9882412,36.09,1,1,1,0.101189871,414834.4,41977,74.6
2011,Minnesota,337534,5346143,63.14,1,1,0,0,293783.2,54952,73.3
2011,Mississippi,185059,2978731,62.13,0,1,0,0,98515.8,33073,49.4
2011,Missouri,394923,6010275,65.71,0,1,0,0,268533.8,44679,70.4
2011,Montana,108974,997316,109.27,0,1,0,0,41875.7,41988,55.9
2011,Nebraska,65860,1840672,35.78,0,1,0,0,102587.4,55734,73.1
2011,Nevada,118740,2712730,43.77,1,1,1,0.368632337,130697.9,48179,94.2
2011,New Hampshire,90984,1320202,68.92,1,1,0,0,67559.1,51173,60.3
2011,New Jersey,60256,8828117,6.83,1,1,0,0,507604,57499,94.7
2011,New Mexico,115620,2080450,55.57,1,1,0,0,87592.9,42103,77.4
2011,New York,271837,19499241,13.94,1,1,0,0,1279527.1,65619,87.9
2011,North Carolina,375211,9657592,38.85,1,1,0,0,443288.7,45901,66.1
2011,North Dakota,61032,685225,89.07,0,1,0,0,42340.8,61791,59.9
2011,Ohio,468974,11544663,40.62,1,1,1,0.086620112,541180.2,46877,77.9
2011,Oklahoma,271816,3788379,71.75,0,1,0,0,166327.2,43905,66.2
2011,Oregon,209781,3872036,54.18,1,1,0,0,173831.7,44894,81
2011,Pennsylvania,718934,12745815,56.41,1,1,0,0,637114,49986,78.7
2011,Rhode Island,17271,1053649,16.39,1,1,0,0,51279.6,48669,90.7
2011,South Carolina,229419,4671994,49.11,0,1,0,0,176083.2,37689,66.3
2011,South Dakota,69654,823579,84.57,0,1,0,0,43049.5,52271,56.7
2011,Tennessee,451107,6399291,70.49,0,1,0,0,276898.3,43270,66.4
2011,Texas,1155387,25645629,45.05,0,1,0,0,1353600.4,52781,84.7
2011,Utah,1020789,2814384,362.7,0,1,0,0,127992.5,45478,90.6
2011,Vermont,27292,627049,43.52,1,1,0,0,29013.5,46270,38.9
2011,Virginia,331468,8101155,40.92,1,1,0,0,444288,54843,75.5
2011,Washington,394410,6826627,57.78,1,1,0,0,387745.2,56799,84.1
2011,West Virginia,185491,1856301,99.93,0,1,0,0,70361.3,37904,48.7
2011,Wisconsin,322761,5705288,56.57,1,1,0,0,272813.2,47818,70.2
2011,Wyoming,52224,567299,92.06,0,1,0,0,39767.9,70100,64.8
2010,Alabama,308607,4779736,64.57,0,1,1,0.209216576,184702.4,38643,59
2010,Alaska,65909,710231,92.8,0,1,0,0,54601.5,76879,66
2010,Arizona,206050,6392017,32.24,0,1,0,0,260307.1,40724,89.8
2010,Arkansas,191448,2915918,65.66,0,1,0,0,105662,36236,56.2
2010,California,816399,37253956,21.91,1,1,0,0,2036015,54652,95
2010,Colorado,300820,5029196,59.81,1,1,0,0,267858.9,53261,86.2
2010,Connecticut,179595,3574097,50.25,1,1,1,0.279790951,244354.7,68368,88
2010,Delaware,19240,897934,21.43,1,1,0,0,60577.2,67463,83.3
2010,District of Columbia,349,601723,0.58,1,1,0,0,109986.5,182786,100
2010,Florida,559347,18801310,29.75,1,1,0,0,775039.5,41223,91.2
2010,Georgia,333247,9687653,34.4,0,1,0,0,433727.2,44771,75.1
2010,Hawaii,10533,1360301,7.74,1,1,0,0,69628.1,51186,91.9
2010,Idaho,92031,1567582,58.71,0,1,0,0,58281.8,37179,70.6
2010,Illinois,695300,12830632,54.19,1,1,0,0,698179.6,54415,88.5
2010,Indiana,345650,6483802,53.31,1,1,0,0,297517.3,45886,72.4
2010,Iowa,124738,3046355,40.95,1,1,0,0,150148.4,49288,64
2010,Kansas,144156,2853118,50.53,0,1,0,0,135723.2,47570,74.2
2010,Kentucky,2385579,4339367,549.75,0,1,0,0,173780.1,40047,58.4
2010,Louisiana,239204,4533372,52.77,0,1,0,0,246836.2,54449,73.2
2010,Maine,65988,1328361,49.68,1,1,0,0,54305,40881,38.7
2010,Maryland,88162,5773552,15.27,1,1,0,0,325369.7,56355,87.2
2010,Massachusetts,115904,6547629,17.7,1,1,0,0,425792.7,65030,92
2010,Michigan,348200,9883640,35.23,1,1,0,0,404216.9,40898,74.6
2010,Minnesota,297390,5303925,56.07,1,1,0,0,287140.1,54137,73.3
2010,Mississippi,169873,2967297,57.25,0,1,0,0,98601.1,33229,49.4
2010,Missouri,349672,5988927,58.39,0,1,0,0,270732.9,45206,70.4
2010,Montana,101095,989415,102.18,0,1,0,0,40793.7,41230,55.9
2010,Nebraska,58283,1826341,31.91,0,1,0,0,97466.1,53367,73.1
2010,Nevada,104789,2700551,38.8,1,1,0,0,129828.4,48075,94.2
2010,New Hampshire,79940,1316470,60.72,1,1,0,0,67125.8,50989,60.3
2010,New Jersey,50522,8791894,5.75,1,1,0,0,513917.9,58454,94.7
2010,New Mexico,109069,2059179,52.97,1,1,0,0,87610.3,42546,77.4
2010,New York,241495,19378102,12.46,1,1,0,0,1277466.8,65923,87.9
2010,North Carolina,331637,9535483,34.78,1,1,0,0,437836.5,45917,66.1
2010,North Dakota,47083,672591,70,0,1,0,0,37917.2,56375,59.9
2010,Ohio,393250,11536504,34.09,1,1,0,0,523979.4,45419,77.9
2010,Oklahoma,233909,3751351,62.35,0,1,0,0,160564.2,42802,66.2
2010,Oregon,184835,3831074,48.25,1,1,0,0,169234,44174,81
2010,Pennsylvania,626677,12702379,49.34,1,1,0,0,627726.3,49418,78.7
2010,Rhode Island,14835,1052567,14.09,1,1,0,0,51332.8,48769,90.7
2010,South Carolina,201628,4625364,43.59,0,1,0,0,172131,37215,66.3
